score_read,score_math,gender,birth,lunch,ethnicity,class_type,school,degree,experience,t_ethnicity,school_id
437.0,513.0,female,1979 Q4,non-free,cauc,small,suburban,master,8.0,cauc,41.0
413.0,429.0,male,1980 Q3,non-free,cauc,regular,rural,master,17.0,cauc,34.0
425.0,513.0,male,1980 Q1,non-free,cauc,regular+aide,suburban,bachelor,8.0,afam,17.0
463.0,559.0,male,1980 Q3,non-free,cauc,regular,rural,bachelor,11.0,cauc,49.0
436.0,500.0,female,1980 Q1,non-free,afam,regular,inner-city,master,11.0,afam,15.0
398.0,439.0,male,1979 Q4,non-free,cauc,regular,rural,master,8.0,afam,66.0
461.0,602.0,male,1979 Q4,free,cauc,regular+aide,suburban,master,15.0,afam,21.0
456.0,536.0,female,1980 Q3,non-free,cauc,small,suburban,bachelor,13.0,cauc,24.0
456.0,489.0,male,1980 Q3,non-free,cauc,regular,rural,bachelor,11.0,cauc,49.0
442.0,489.0,female,1980 Q1,non-free,cauc,regular,suburban,bachelor,15.0,cauc,36.0
428.0,454.0,male,1979 Q4,non-free,cauc,regular,urban,master,4.0,cauc,48.0
414.0,439.0,male,1980 Q2,non-free,cauc,regular+aide,rural,master,13.0,cauc,80.0
403.0,418.0,male,1980 Q3,free,cauc,small,rural,bachelor,2.0,cauc,73.0
461.0,528.0,male,1979 Q4,non-free,cauc,regular+aide,rural,master,20.0,cauc,3.0
450.0,528.0,male,1979 Q4,non-free,cauc,regular,rural,bachelor,1.0,cauc,6.0
413.0,423.0,female,1980 Q3,free,cauc,regular+aide,rural,bachelor,14.0,cauc,70.0
442.0,513.0,male,1980 Q2,non-free,cauc,small,suburban,master,15.0,cauc,51.0
497.0,547.0,female,1980 Q1,non-free,cauc,regular,rural,bachelor,10.0,cauc,63.0
431.0,484.0,male,1980 Q2,free,cauc,small,suburban,bachelor,0.0,cauc,4.0
433.0,478.0,male,1980 Q2,free,afam,regular+aide,suburban,bachelor,0.0,cauc,44.0
500.0,513.0,male,1980 Q1,free,afam,regular+aide,inner-city,bachelor,0.0,cauc,19.0
467.0,520.0,female,1980 Q2,non-free,cauc,regular+aide,suburban,bachelor,3.0,cauc,58.0
405.0,494.0,male,1979 Q3,free,afam,regular+aide,suburban,bachelor,5.0,afam,51.0
403.0,459.0,female,1980 Q3,free,cauc,regular+aide,rural,bachelor,14.0,cauc,70.0
411.0,439.0,female,1980 Q3,free,afam,small,suburban,bachelor,3.0,cauc,44.0
478.0,559.0,female,1980 Q1,non-free,cauc,regular,rural,bachelor,10.0,cauc,63.0
497.0,576.0,female,1979 Q4,non-free,cauc,regular,rural,bachelor,2.0,cauc,40.0
405.0,494.0,male,1979 Q4,non-free,cauc,regular+aide,suburban,other,12.0,cauc,51.0
402.0,439.0,male,1980 Q1,non-free,cauc,regular,suburban,bachelor,18.0,afam,25.0
395.0,405.0,male,1980 Q3,non-free,cauc,regular,inner-city,master,3.0,afam,53.0
428.0,513.0,male,1980 Q1,non-free,cauc,small,rural,other,14.0,cauc,1.0
447.0,500.0,male,1980 Q1,non-free,cauc,small,rural,master,12.0,cauc,80.0
431.0,484.0,female,1980 Q1,non-free,cauc,small,rural,bachelor,2.0,cauc,73.0
395.0,418.0,male,1979 Q3,free,cauc,small,inner-city,bachelor,9.0,cauc,53.0
410.0,444.0,female,1980 Q3,free,afam,regular,inner-city,master,11.0,afam,15.0
430.0,513.0,female,1980 Q1,free,afam,regular,suburban,master,24.0,cauc,44.0
408.0,429.0,male,1980 Q3,free,afam,regular,inner-city,bachelor,1.0,afam,22.0
422.0,463.0,male,1979 Q4,non-free,cauc,regular,rural,master,6.0,cauc,63.0
434.0,602.0,male,1979 Q4,non-free,cauc,small,urban,bachelor,21.0,cauc,48.0
447.0,528.0,male,1980 Q2,non-free,cauc,regular+aide,suburban,bachelor,17.0,cauc,58.0
418.0,449.0,male,1979 Q4,non-free,cauc,small,rural,bachelor,1.0,cauc,57.0
458.0,536.0,male,1980 Q1,non-free,cauc,regular,rural,bachelor,10.0,cauc,63.0
490.0,547.0,female,1980 Q3,free,afam,small,suburban,bachelor,3.0,cauc,44.0
456.0,528.0,male,1980 Q3,non-free,afam,regular,inner-city,bachelor,10.0,afam,30.0
405.0,429.0,male,1979 Q1,free,cauc,regular,rural,master,12.0,cauc,8.0
467.0,576.0,female,1980 Q3,non-free,cauc,regular,rural,bachelor,0.0,cauc,7.0
405.0,412.0,female,1980 Q3,free,afam,regular+aide,inner-city,bachelor,11.0,cauc,31.0
474.0,576.0,male,1979 Q4,non-free,cauc,regular+aide,rural,master,13.0,cauc,76.0
413.0,454.0,female,1980 Q2,non-free,afam,regular+aide,suburban,bachelor,12.0,afam,20.0
437.0,463.0,female,1980 Q3,free,afam,small,inner-city,bachelor,6.0,afam,19.0
398.0,439.0,male,1980 Q3,free,afam,small,suburban,bachelor,12.0,afam,25.0
442.0,520.0,female,1980 Q1,free,cauc,small,rural,bachelor,6.0,cauc,68.0
448.0,500.0,male,1980 Q3,non-free,cauc,regular,urban,bachelor,3.0,cauc,10.0
436.0,444.0,male,1980 Q3,free,afam,small,suburban,bachelor,13.0,cauc,24.0
442.0,506.0,male,1980 Q1,free,cauc,regular+aide,rural,master,10.0,cauc,72.0
400.0,429.0,male,1979 Q1,free,afam,regular,inner-city,bachelor,12.0,cauc,45.0
421.0,463.0,female,1980 Q3,free,afam,small,inner-city,master,13.0,afam,14.0
430.0,434.0,male,1980 Q3,free,afam,regular+aide,inner-city,bachelor,5.0,afam,28.0
400.0,439.0,male,1980 Q3,free,afam,small,inner-city,bachelor,6.0,afam,19.0
447.0,520.0,male,1980 Q2,non-free,afam,small,inner-city,master,6.0,cauc,28.0
440.0,459.0,female,1980 Q3,non-free,cauc,small,rural,bachelor,19.0,cauc,64.0
413.0,459.0,female,1980 Q1,non-free,cauc,regular+aide,suburban,bachelor,17.0,cauc,43.0
422.0,473.0,male,1979 Q4,non-free,cauc,small,rural,master,6.0,cauc,62.0
391.0,418.0,male,1980 Q3,free,afam,small,inner-city,bachelor,1.0,cauc,26.0
443.0,528.0,female,1980 Q2,non-free,cauc,small,rural,bachelor,6.0,cauc,50.0
391.0,444.0,female,1980 Q3,non-free,cauc,regular,inner-city,master,3.0,afam,53.0
467.0,494.0,male,1980 Q1,non-free,cauc,regular,rural,bachelor,10.0,cauc,63.0
386.0,439.0,male,1980 Q1,free,afam,regular,inner-city,bachelor,12.0,cauc,45.0
436.0,484.0,female,1979 Q4,non-free,afam,regular,inner-city,bachelor,9.0,afam,18.0
497.0,506.0,female,1980 Q1,non-free,cauc,regular,urban,bachelor,5.0,cauc,9.0
434.0,468.0,female,1980 Q3,free,cauc,regular,rural,master,13.0,cauc,50.0
474.0,536.0,female,1980 Q3,free,cauc,regular,rural,master,6.0,cauc,13.0
433.0,454.0,female,1980 Q2,non-free,cauc,regular,suburban,master,22.0,cauc,61.0
421.0,500.0,male,1980 Q2,non-free,afam,regular,rural,bachelor,4.0,cauc,35.0
456.0,494.0,female,1979 Q4,free,cauc,small,rural,other,8.0,cauc,38.0
422.0,459.0,male,1980 Q2,non-free,cauc,regular+aide,rural,master,5.0,cauc,34.0
418.0,459.0,female,1979 Q4,non-free,cauc,small,suburban,master,7.0,cauc,61.0
450.0,547.0,female,1980 Q3,free,cauc,small,rural,master,6.0,cauc,72.0
461.0,484.0,male,1980 Q1,non-free,cauc,regular,rural,bachelor,5.0,cauc,1.0
428.0,513.0,female,1980 Q3,non-free,cauc,regular+aide,rural,master,7.0,cauc,63.0
465.0,602.0,female,1980 Q1,free,afam,small,inner-city,master,13.0,afam,14.0
495.0,602.0,male,1980 Q1,non-free,cauc,regular,suburban,bachelor,3.0,cauc,58.0
424.0,484.0,female,1980 Q3,non-free,cauc,regular+aide,rural,bachelor,3.0,cauc,66.0
393.0,399.0,female,1980 Q2,free,afam,regular+aide,inner-city,bachelor,3.0,afam,15.0
413.0,429.0,female,1980 Q1,free,afam,regular+aide,inner-city,master,17.0,cauc,16.0
448.0,506.0,female,1980 Q3,non-free,cauc,regular,suburban,bachelor,0.0,cauc,17.0
390.0,454.0,female,1980 Q2,non-free,other,regular+aide,rural,bachelor,4.0,cauc,62.0
458.0,500.0,male,1980 Q3,free,cauc,regular+aide,rural,bachelor,10.0,cauc,68.0
400.0,439.0,male,1980 Q1,free,afam,regular,rural,master,15.0,cauc,7.0
419.0,500.0,male,1979 Q3,free,cauc,regular+aide,urban,bachelor,5.0,cauc,60.0
472.0,536.0,male,1980 Q3,non-free,cauc,regular,rural,bachelor,5.0,cauc,1.0
437.0,513.0,male,1980 Q2,non-free,cauc,regular,rural,master,13.0,cauc,50.0
467.0,484.0,female,1980 Q4,non-free,cauc,regular,rural,master,4.0,cauc,80.0
422.0,434.0,male,1980 Q1,free,afam,regular,inner-city,bachelor,2.0,cauc,32.0
440.0,528.0,male,1980 Q3,free,cauc,regular+aide,suburban,bachelor,2.0,cauc,25.0
414.0,454.0,male,1980 Q2,free,afam,regular+aide,inner-city,master,17.0,cauc,16.0
400.0,418.0,female,1979 Q4,non-free,cauc,small,rural,other,8.0,cauc,78.0
402.0,439.0,male,1980 Q1,non-free,cauc,regular,rural,bachelor,1.0,cauc,76.0
468.0,536.0,female,1980 Q1,non-free,cauc,regular,suburban,bachelor,12.0,cauc,46.0
410.0,494.0,female,1980 Q2,free,afam,small,inner-city,bachelor,2.0,cauc,19.0
465.0,513.0,male,1980 Q3,free,afam,regular,inner-city,bachelor,10.0,afam,18.0
416.0,463.0,female,1980 Q2,non-free,cauc,small,rural,master,12.0,cauc,6.0
434.0,520.0,female,1980 Q1,free,cauc,small,rural,bachelor,2.0,cauc,39.0
442.0,459.0,female,1980 Q3,free,cauc,regular+aide,rural,master,20.0,cauc,3.0
456.0,528.0,female,1979 Q4,non-free,cauc,small,rural,bachelor,14.0,cauc,74.0
453.0,459.0,male,1980 Q3,non-free,cauc,regular+aide,suburban,bachelor,7.0,cauc,54.0
433.0,489.0,female,1980 Q1,non-free,cauc,regular,rural,bachelor,4.0,cauc,39.0
416.0,520.0,female,1980 Q3,free,afam,small,inner-city,bachelor,9.0,afam,22.0
478.0,559.0,female,1979 Q4,non-free,cauc,regular,rural,bachelor,19.0,cauc,73.0
384.0,405.0,male,1980 Q2,free,afam,small,inner-city,master,8.0,cauc,28.0
390.0,399.0,male,1980 Q3,free,afam,small,inner-city,bachelor,3.0,cauc,45.0
408.0,454.0,male,1980 Q2,non-free,cauc,regular+aide,suburban,bachelor,18.0,cauc,52.0
427.0,494.0,male,1980 Q1,free,afam,regular,suburban,bachelor,1.0,cauc,23.0
455.0,559.0,female,1980 Q1,non-free,cauc,regular+aide,rural,bachelor,9.0,cauc,7.0
436.0,459.0,male,1980 Q3,non-free,afam,regular+aide,rural,master,8.0,cauc,74.0
405.0,439.0,female,1980 Q3,non-free,cauc,small,rural,bachelor,8.0,cauc,8.0
455.0,506.0,female,1980 Q2,free,afam,regular+aide,rural,bachelor,9.0,cauc,7.0
405.0,459.0,female,1980 Q3,free,afam,regular+aide,inner-city,master,5.0,cauc,33.0
397.0,365.0,male,1980 Q3,free,afam,regular+aide,inner-city,master,17.0,cauc,16.0
503.0,528.0,male,1980 Q3,non-free,cauc,regular,rural,master,16.0,cauc,68.0
448.0,484.0,female,1980 Q3,non-free,cauc,small,rural,bachelor,15.0,cauc,66.0
414.0,454.0,male,1980 Q2,free,cauc,regular+aide,rural,master,21.0,cauc,40.0
395.0,434.0,female,1980 Q1,non-free,cauc,small,rural,bachelor,22.0,cauc,76.0
478.0,513.0,female,1980 Q2,non-free,cauc,small,rural,bachelor,8.0,cauc,70.0
472.0,520.0,male,1979 Q3,non-free,cauc,regular+aide,rural,bachelor,13.0,cauc,66.0
431.0,434.0,male,1980 Q2,non-free,cauc,small,suburban,master,17.0,cauc,36.0
442.0,520.0,female,1980 Q3,non-free,cauc,small,urban,bachelor,11.0,cauc,60.0
453.0,576.0,male,1980 Q1,non-free,cauc,small,rural,bachelor,5.0,cauc,79.0
439.0,459.0,female,1980 Q2,free,cauc,small,rural,bachelor,19.0,cauc,64.0
425.0,449.0,male,1979 Q4,non-free,cauc,small,rural,bachelor,9.0,cauc,3.0
439.0,473.0,male,1980 Q3,free,afam,regular+aide,suburban,bachelor,0.0,cauc,44.0
414.0,423.0,female,1979 Q4,free,afam,small,inner-city,master,12.0,cauc,15.0
405.0,418.0,male,1979 Q2,free,cauc,regular,suburban,bachelor,15.0,cauc,36.0
447.0,559.0,female,1980 Q2,non-free,cauc,regular+aide,suburban,bachelor,2.0,cauc,25.0
447.0,500.0,female,1980 Q3,non-free,cauc,regular,rural,master,16.0,cauc,68.0
485.0,506.0,female,1979 Q4,free,afam,small,suburban,bachelor,3.0,cauc,44.0
433.0,468.0,female,1979 Q4,free,cauc,regular,suburban,bachelor,3.0,cauc,43.0
418.0,439.0,female,1980 Q2,free,cauc,regular,rural,master,12.0,cauc,8.0
463.0,547.0,male,1980 Q2,non-free,cauc,small,urban,bachelor,1.0,cauc,60.0
413.0,500.0,female,1980 Q1,free,afam,small,inner-city,bachelor,1.0,cauc,27.0
458.0,489.0,female,1979 Q4,non-free,cauc,regular+aide,suburban,bachelor,0.0,cauc,46.0
419.0,468.0,female,1980 Q1,free,afam,regular,inner-city,bachelor,11.0,cauc,22.0
402.0,468.0,male,1980 Q1,non-free,cauc,regular+aide,rural,bachelor,8.0,cauc,5.0
416.0,478.0,female,1979 Q4,non-free,cauc,regular+aide,rural,bachelor,12.0,cauc,35.0
421.0,494.0,male,1979 Q4,non-free,cauc,regular+aide,rural,other,12.0,cauc,63.0
411.0,412.0,female,1980 Q1,non-free,cauc,regular+aide,rural,bachelor,8.0,cauc,5.0
456.0,536.0,female,1980 Q1,free,cauc,regular+aide,rural,bachelor,12.0,cauc,12.0
492.0,528.0,male,1980 Q1,free,cauc,regular,rural,bachelor,16.0,cauc,69.0
424.0,459.0,female,1980 Q3,free,afam,regular+aide,suburban,bachelor,2.0,cauc,25.0
405.0,434.0,male,1979 Q4,non-free,cauc,regular,rural,bachelor,1.0,cauc,6.0
425.0,528.0,female,1980 Q2,free,afam,regular+aide,inner-city,bachelor,1.0,cauc,19.0
458.0,506.0,female,1979 Q4,non-free,cauc,small,rural,other,8.0,cauc,38.0
451.0,506.0,male,1980 Q3,non-free,cauc,small,rural,master,4.0,cauc,63.0
447.0,528.0,male,1980 Q2,free,cauc,regular,rural,master,12.0,cauc,8.0
483.0,528.0,female,1980 Q1,non-free,cauc,small,rural,master,4.0,cauc,63.0
472.0,513.0,male,1979 Q4,non-free,cauc,regular+aide,rural,master,11.0,cauc,75.0
410.0,459.0,male,1980 Q2,non-free,cauc,small,suburban,bachelor,11.0,cauc,61.0
419.0,473.0,female,1980 Q1,non-free,cauc,regular,rural,bachelor,13.0,cauc,74.0
374.0,399.0,female,1980 Q3,free,afam,regular+aide,inner-city,bachelor,2.0,cauc,32.0
410.0,506.0,male,1980 Q3,non-free,afam,regular,suburban,master,24.0,cauc,44.0
465.0,506.0,female,1980 Q3,non-free,cauc,regular+aide,rural,bachelor,9.0,cauc,1.0
437.0,494.0,male,1979 Q4,non-free,afam,regular+aide,suburban,bachelor,0.0,cauc,44.0
474.0,528.0,male,1980 Q2,non-free,cauc,regular+aide,suburban,bachelor,17.0,cauc,43.0
495.0,528.0,female,1980 Q3,non-free,cauc,regular,rural,bachelor,19.0,cauc,73.0
453.0,528.0,female,1980 Q1,free,cauc,small,rural,bachelor,6.0,cauc,71.0
445.0,513.0,female,1980 Q3,non-free,cauc,regular,rural,bachelor,8.0,cauc,72.0
439.0,478.0,female,1980 Q2,non-free,cauc,regular,suburban,master,12.0,cauc,52.0
456.0,528.0,female,1979 Q4,free,afam,regular,inner-city,bachelor,0.0,cauc,31.0
421.0,473.0,female,1980 Q3,non-free,cauc,regular,rural,master,12.0,cauc,8.0
386.0,399.0,male,1980 Q3,non-free,cauc,regular,rural,bachelor,8.0,cauc,5.0
472.0,528.0,male,1980 Q3,free,cauc,regular,suburban,bachelor,1.0,afam,21.0
455.0,494.0,male,1980 Q1,free,afam,regular,inner-city,bachelor,0.0,afam,27.0
433.0,473.0,female,1980 Q3,non-free,cauc,small,rural,master,15.0,cauc,70.0
465.0,520.0,female,1979 Q4,non-free,afam,small,inner-city,master,10.0,afam,18.0
393.0,384.0,male,1980 Q2,free,afam,regular,inner-city,master,6.0,cauc,33.0
393.0,423.0,female,1980 Q3,free,afam,regular,inner-city,bachelor,12.0,cauc,45.0
413.0,468.0,male,1979 Q4,non-free,cauc,regular+aide,urban,bachelor,5.0,cauc,60.0
445.0,459.0,female,1980 Q2,non-free,cauc,small,urban,master,7.0,cauc,9.0
431.0,528.0,male,1979 Q4,free,cauc,regular+aide,rural,bachelor,6.0,cauc,13.0
440.0,520.0,female,1979 Q4,non-free,cauc,regular,suburban,bachelor,3.0,cauc,43.0
456.0,484.0,male,1980 Q3,free,cauc,regular+aide,rural,master,8.0,cauc,38.0
436.0,459.0,female,1980 Q1,free,afam,regular+aide,urban,bachelor,0.0,cauc,37.0
407.0,434.0,female,1980 Q2,non-free,cauc,regular,rural,bachelor,1.0,cauc,6.0
428.0,520.0,female,1980 Q1,free,afam,small,suburban,bachelor,3.0,cauc,44.0
397.0,412.0,male,1980 Q3,free,afam,regular,urban,master,6.0,cauc,2.0
440.0,489.0,male,1980 Q3,non-free,cauc,regular+aide,rural,master,9.0,cauc,3.0
495.0,559.0,male,1980 Q1,free,afam,regular+aide,inner-city,master,24.0,cauc,30.0
403.0,478.0,female,1980 Q2,free,afam,small,suburban,bachelor,3.0,cauc,44.0
437.0,489.0,female,1980 Q1,non-free,cauc,regular+aide,suburban,bachelor,3.0,cauc,58.0
425.0,429.0,male,1980 Q1,non-free,cauc,regular,rural,master,13.0,cauc,55.0
431.0,547.0,female,1980 Q2,free,afam,small,suburban,bachelor,5.0,afam,24.0
419.0,439.0,male,1980 Q3,non-free,afam,small,inner-city,bachelor,1.0,afam,32.0
437.0,576.0,male,1979 Q4,free,cauc,small,suburban,bachelor,15.0,cauc,43.0
445.0,494.0,female,1979 Q4,free,afam,regular,urban,master,4.0,cauc,48.0
413.0,459.0,female,1980 Q2,free,afam,small,inner-city,bachelor,6.0,afam,19.0
480.0,536.0,female,1980 Q3,non-free,cauc,regular,rural,bachelor,19.0,cauc,73.0
424.0,536.0,male,1980 Q3,non-free,cauc,small,rural,bachelor,3.0,cauc,75.0
460.0,494.0,female,1979 Q4,non-free,cauc,regular+aide,urban,bachelor,11.0,cauc,9.0
430.0,520.0,female,1979 Q4,non-free,cauc,regular,rural,bachelor,4.0,cauc,35.0
410.0,489.0,male,1980 Q2,free,cauc,regular+aide,rural,bachelor,3.0,cauc,7.0
439.0,463.0,male,1980 Q2,non-free,cauc,regular,suburban,bachelor,11.0,cauc,51.0
421.0,484.0,female,1980 Q3,free,afam,small,inner-city,bachelor,11.0,cauc,27.0
398.0,423.0,female,1980 Q3,free,afam,regular+aide,inner-city,master,22.0,cauc,33.0
416.0,489.0,male,1980 Q1,free,cauc,small,rural,bachelor,2.0,cauc,39.0
465.0,536.0,male,1980 Q1,non-free,cauc,regular,urban,bachelor,8.0,cauc,9.0
497.0,576.0,male,1980 Q2,non-free,cauc,regular+aide,rural,master,7.0,cauc,63.0
463.0,473.0,female,1980 Q1,non-free,cauc,small,suburban,master,8.0,cauc,58.0
414.0,463.0,male,1980 Q3,free,cauc,regular+aide,urban,bachelor,17.0,cauc,2.0
437.0,478.0,male,1980 Q1,free,cauc,regular+aide,rural,master,10.0,cauc,72.0
407.0,439.0,female,1979 Q4,free,cauc,small,rural,bachelor,4.0,cauc,40.0
390.0,399.0,male,1980 Q2,free,cauc,regular,rural,master,6.0,cauc,13.0
433.0,478.0,male,1979 Q4,free,afam,small,inner-city,bachelor,2.0,afam,16.0
474.0,478.0,male,1979 Q4,free,afam,small,suburban,master,15.0,cauc,51.0
443.0,528.0,female,1980 Q2,non-free,cauc,small,suburban,master,7.0,cauc,61.0
443.0,536.0,male,1980 Q1,non-free,cauc,regular,rural,master,13.0,cauc,75.0
416.0,468.0,female,1979 Q4,free,afam,regular,inner-city,bachelor,0.0,cauc,31.0
398.0,399.0,female,1980 Q1,non-free,cauc,regular+aide,rural,bachelor,8.0,cauc,5.0
430.0,468.0,female,1979 Q4,free,afam,regular,suburban,bachelor,6.0,cauc,24.0
430.0,536.0,female,1980 Q1,free,afam,regular+aide,inner-city,master,17.0,cauc,16.0
474.0,520.0,female,1979 Q4,non-free,cauc,regular+aide,suburban,bachelor,18.0,cauc,52.0
439.0,500.0,male,1979 Q4,non-free,afam,regular+aide,suburban,bachelor,16.0,cauc,41.0
468.0,528.0,male,1980 Q3,free,afam,small,inner-city,bachelor,2.0,cauc,30.0
490.0,576.0,female,1980 Q3,non-free,cauc,small,rural,bachelor,15.0,cauc,66.0
456.0,576.0,male,1980 Q1,non-free,cauc,small,rural,other,14.0,cauc,1.0
395.0,459.0,female,1979 Q4,free,afam,regular,inner-city,bachelor,2.0,cauc,32.0
465.0,484.0,male,1980 Q3,non-free,cauc,small,rural,master,8.0,cauc,68.0
434.0,463.0,female,1980 Q1,free,afam,small,inner-city,bachelor,2.0,cauc,28.0
416.0,463.0,male,1980 Q1,non-free,cauc,regular+aide,rural,master,13.0,cauc,55.0
407.0,444.0,female,1980 Q1,free,cauc,regular+aide,suburban,bachelor,7.0,cauc,4.0
437.0,494.0,female,1980 Q1,non-free,cauc,regular,rural,master,17.0,cauc,34.0
445.0,484.0,male,1980 Q2,non-free,cauc,regular,rural,bachelor,2.0,cauc,57.0
451.0,506.0,female,1980 Q1,free,afam,small,inner-city,bachelor,5.0,cauc,29.0
458.0,559.0,female,1979 Q4,non-free,cauc,regular,rural,bachelor,0.0,cauc,67.0
408.0,423.0,male,1979 Q4,free,afam,regular,inner-city,master,15.0,afam,26.0
443.0,494.0,female,1979 Q4,free,afam,regular+aide,inner-city,master,5.0,cauc,33.0
445.0,559.0,male,1980 Q2,free,cauc,small,rural,bachelor,4.0,cauc,13.0
431.0,423.0,male,1979 Q1,free,afam,small,inner-city,bachelor,21.0,afam,15.0
430.0,528.0,female,1980 Q3,free,afam,regular,suburban,bachelor,4.0,cauc,20.0
455.0,494.0,male,1980 Q1,non-free,cauc,small,rural,other,6.0,cauc,7.0
428.0,463.0,male,1980 Q2,non-free,afam,regular+aide,suburban,bachelor,12.0,afam,20.0
451.0,602.0,female,1980 Q2,non-free,cauc,small,rural,bachelor,9.0,cauc,3.0
397.0,405.0,female,1980 Q3,non-free,cauc,small,rural,bachelor,8.0,cauc,70.0
455.0,478.0,male,1980 Q1,non-free,cauc,regular,suburban,master,15.0,cauc,41.0
403.0,405.0,male,1979 Q4,free,cauc,small,rural,bachelor,1.0,cauc,73.0
472.0,559.0,female,1980 Q3,non-free,cauc,regular,rural,master,12.0,cauc,8.0
408.0,449.0,female,1980 Q1,free,afam,small,inner-city,bachelor,6.0,afam,19.0
487.0,528.0,female,1980 Q2,non-free,cauc,small,rural,bachelor,11.0,cauc,11.0
413.0,463.0,female,1979 Q4,non-free,cauc,small,rural,bachelor,12.0,cauc,34.0
418.0,459.0,male,1980 Q1,free,afam,regular,inner-city,master,11.0,afam,15.0
421.0,513.0,female,1980 Q2,free,afam,regular,inner-city,bachelor,0.0,cauc,31.0
458.0,576.0,female,1979 Q4,non-free,cauc,regular,suburban,bachelor,12.0,cauc,46.0
431.0,478.0,male,1980 Q3,free,afam,small,inner-city,master,8.0,cauc,28.0
428.0,520.0,male,1979 Q4,free,cauc,regular,inner-city,bachelor,10.0,afam,18.0
458.0,559.0,male,1980 Q2,non-free,cauc,small,rural,bachelor,6.0,cauc,68.0
451.0,500.0,female,1980 Q1,non-free,cauc,regular,rural,bachelor,3.0,afam,56.0
465.0,489.0,female,1980 Q3,free,cauc,regular+aide,rural,master,10.0,cauc,72.0
492.0,478.0,female,1980 Q2,free,afam,regular+aide,inner-city,bachelor,16.0,afam,22.0
405.0,473.0,male,1979 Q2,free,cauc,small,rural,bachelor,4.0,cauc,7.0
422.0,429.0,male,1980 Q1,free,afam,regular+aide,inner-city,master,17.0,cauc,16.0
393.0,454.0,male,1979 Q4,non-free,cauc,regular+aide,suburban,bachelor,7.0,cauc,4.0
470.0,559.0,male,1980 Q1,non-free,cauc,regular+aide,rural,bachelor,14.0,cauc,70.0
465.0,559.0,male,1980 Q1,non-free,cauc,regular,rural,bachelor,11.0,cauc,49.0
414.0,434.0,male,1980 Q3,non-free,cauc,regular,rural,master,10.0,cauc,1.0
398.0,439.0,male,1979 Q3,free,cauc,regular,rural,master,4.0,cauc,80.0
403.0,489.0,male,1980 Q1,free,cauc,regular+aide,rural,master,3.0,cauc,78.0
422.0,473.0,male,1979 Q4,free,cauc,regular,rural,master,13.0,cauc,50.0
447.0,489.0,male,1979 Q4,non-free,cauc,small,rural,bachelor,16.0,cauc,72.0
470.0,547.0,male,1979 Q3,free,cauc,regular+aide,urban,bachelor,14.0,cauc,9.0
407.0,412.0,male,1979 Q1,non-free,cauc,small,rural,bachelor,10.0,cauc,66.0
443.0,536.0,female,1979 Q4,non-free,cauc,regular+aide,rural,master,11.0,cauc,75.0
455.0,602.0,male,1980 Q1,free,cauc,regular+aide,rural,bachelor,12.0,cauc,12.0
397.0,418.0,male,1980 Q3,free,afam,regular+aide,inner-city,bachelor,6.0,cauc,16.0
414.0,463.0,male,1980 Q3,non-free,cauc,regular+aide,rural,bachelor,12.0,cauc,12.0
430.0,489.0,female,1979 Q4,free,afam,regular,inner-city,master,11.0,afam,15.0
492.0,602.0,female,1980 Q2,non-free,cauc,small,rural,bachelor,4.0,cauc,40.0
416.0,384.0,male,1980 Q3,free,afam,regular+aide,inner-city,master,22.0,cauc,33.0
458.0,559.0,female,1980 Q2,non-free,cauc,regular+aide,suburban,master,8.0,cauc,61.0
421.0,463.0,female,1979 Q4,free,cauc,regular,rural,master,12.0,cauc,8.0
461.0,559.0,female,1979 Q4,free,cauc,regular,rural,bachelor,1.0,cauc,6.0
400.0,429.0,male,1980 Q3,free,cauc,small,rural,bachelor,19.0,cauc,64.0
445.0,500.0,female,1980 Q2,non-free,cauc,small,suburban,bachelor,16.0,afam,51.0
402.0,412.0,female,1980 Q3,non-free,cauc,regular,rural,bachelor,13.0,cauc,74.0
458.0,559.0,male,1980 Q2,non-free,cauc,small,suburban,master,8.0,cauc,41.0
442.0,494.0,female,1980 Q4,non-free,afam,small,suburban,bachelor,13.0,cauc,24.0
405.0,459.0,female,1980 Q1,non-free,afam,regular,suburban,bachelor,0.0,cauc,17.0
437.0,454.0,male,1980 Q3,free,afam,small,suburban,bachelor,5.0,afam,24.0
456.0,602.0,female,1980 Q3,non-free,cauc,small,rural,bachelor,4.0,cauc,7.0
437.0,484.0,female,1980 Q1,free,afam,regular+aide,inner-city,bachelor,7.0,cauc,22.0
428.0,463.0,female,1980 Q3,free,afam,regular+aide,suburban,bachelor,0.0,cauc,44.0
439.0,520.0,female,1980 Q1,free,cauc,small,rural,bachelor,6.0,cauc,69.0
443.0,489.0,male,1979 Q4,free,afam,small,suburban,bachelor,3.0,cauc,44.0
453.0,489.0,male,1979 Q1,free,afam,regular+aide,inner-city,bachelor,0.0,cauc,19.0
398.0,454.0,female,1980 Q1,non-free,cauc,regular+aide,rural,bachelor,12.0,cauc,35.0
458.0,494.0,female,1980 Q2,non-free,cauc,small,rural,bachelor,19.0,cauc,64.0
411.0,468.0,male,1980 Q2,non-free,cauc,regular,suburban,bachelor,3.0,cauc,58.0
468.0,494.0,male,1980 Q3,non-free,cauc,small,suburban,bachelor,16.0,afam,51.0
434.0,513.0,male,1980 Q1,free,cauc,small,rural,bachelor,12.0,cauc,50.0
